Passengerid,Age,Fare,sibsp,Parch,Pclass,Embarked,2urvived,Sex_male
580,32.0,7.925,0,0,3,2.0,1,False
581,25.0,30.0,1,1,2,2.0,1,True
582,39.0,1108.833,1,1,1,0.0,1,True
583,54.0,26.0,0,0,2,2.0,0,False
584,36.0,40.125,0,0,1,0.0,0,False
585,28.0,87.125,0,0,3,0.0,0,False
586,18.0,79.65,0,2,1,2.0,1,True
587,47.0,15.0,0,0,2,2.0,0,False
588,60.0,79.2,1,1,1,0.0,1,False
589,22.0,8.05,0,0,3,2.0,0,False
590,28.0,8.05,0,0,3,2.0,0,False
591,35.0,7.125,0,0,3,2.0,0,False
592,52.0,782.667,1,0,1,0.0,1,True
593,47.0,7.25,0,0,3,2.0,0,False
594,28.0,7.75,0,2,3,1.0,0,True
595,37.0,26.0,1,0,2,2.0,0,False
596,36.0,24.15,1,1,3,2.0,0,False
597,28.0,33.0,0,0,2,2.0,1,True
598,49.0,0.0,0,0,3,2.0,0,False
599,28.0,7.225,0,0,3,0.0,0,False
600,49.0,569.292,1,0,1,0.0,1,False
601,24.0,27.0,2,1,2,2.0,1,True
602,28.0,78.958,0,0,3,2.0,0,False
603,28.0,42.4,0,0,1,2.0,0,False
604,44.0,8.05,0,0,3,2.0,0,False
605,35.0,26.55,0,0,1,0.0,1,False
606,36.0,15.55,1,0,3,2.0,0,False
607,30.0,78.958,0,0,3,2.0,0,False
608,27.0,30.5,0,0,1,2.0,1,False
609,22.0,415.792,1,2,2,0.0,1,True
610,40.0,1534.625,0,0,1,2.0,1,True
611,39.0,31.275,1,5,3,2.0,0,True
612,28.0,7.05,0,0,3,2.0,0,False
613,28.0,15.5,1,0,3,1.0,1,True
614,28.0,7.75,0,0,3,1.0,0,False
615,35.0,8.05,0,0,3,2.0,0,False
616,24.0,65.0,1,2,2,2.0,1,True
617,34.0,14.4,1,1,3,2.0,0,False
618,26.0,16.1,1,0,3,2.0,0,True
619,4.0,39.0,2,1,2,2.0,1,True
620,26.0,10.5,0,0,2,2.0,0,False
621,27.0,144.542,1,0,3,0.0,0,False
622,42.0,525.542,1,0,1,2.0,1,False
623,20.0,157.417,1,1,3,0.0,1,False
624,21.0,78.542,0,0,3,2.0,0,False
625,21.0,16.1,0,0,3,2.0,0,False
626,61.0,323.208,0,0,1,2.0,0,False
627,57.0,12.35,0,0,2,1.0,0,False
628,21.0,779.583,0,0,1,2.0,1,True
629,26.0,78.958,0,0,3,2.0,0,False
630,28.0,77.333,0,0,3,1.0,0,False
631,80.0,30.0,0,0,1,2.0,1,False
632,51.0,70.542,0,0,3,2.0,0,False
633,32.0,30.5,0,0,1,0.0,1,False
634,28.0,0.0,0,0,1,2.0,0,False
635,9.0,27.9,3,2,3,2.0,0,True
636,28.0,13.0,0,0,2,2.0,1,True
637,32.0,7.925,0,0,3,2.0,0,False
638,31.0,26.25,1,1,2,2.0,0,False
639,41.0,396.875,0,5,3,2.0,0,True
640,28.0,16.1,1,0,3,2.0,0,False
641,20.0,78.542,0,0,3,2.0,0,False
642,24.0,69.3,0,0,1,0.0,1,True
643,2.0,27.9,3,2,3,2.0,0,True
644,28.0,564.958,0,0,3,2.0,1,False
645,0.75,192.583,2,1,3,0.0,1,True
646,48.0,767.292,1,0,1,0.0,1,False
647,19.0,78.958,0,0,3,2.0,0,False
648,56.0,35.5,0,0,1,0.0,1,False
649,28.0,7.55,0,0,3,2.0,0,False
650,23.0,7.55,0,0,3,2.0,1,True
651,28.0,78.958,0,0,3,2.0,0,False
652,18.0,23.0,0,1,2,2.0,1,True
653,21.0,84.333,0,0,3,2.0,0,False
654,28.0,78.292,0,0,3,1.0,1,True
655,18.0,6.75,0,0,3,1.0,0,True
656,24.0,73.5,2,0,2,2.0,0,False
657,28.0,78.958,0,0,3,2.0,0,False
658,32.0,15.5,1,1,3,1.0,0,True
659,23.0,13.0,0,0,2,2.0,0,False
660,58.0,113.275,0,2,1,0.0,0,False
661,50.0,133.65,2,0,1,2.0,1,False
662,40.0,7.225,0,0,3,0.0,0,False
663,47.0,255.875,0,0,1,2.0,0,False
664,36.0,74.958,0,0,3,2.0,0,False
665,20.0,7.925,1,0,3,2.0,1,False
666,32.0,73.5,2,0,2,2.0,0,False
667,25.0,13.0,0,0,2,2.0,0,False
668,28.0,7.775,0,0,3,2.0,0,False
669,43.0,8.05,0,0,3,2.0,0,False
670,28.0,52.0,1,0,1,2.0,1,True
671,40.0,39.0,1,1,2,2.0,1,True
672,31.0,52.0,1,0,1,2.0,0,False
673,70.0,10.5,0,0,2,2.0,0,False
674,31.0,13.0,0,0,2,2.0,1,False
675,28.0,0.0,0,0,2,2.0,0,False
676,18.0,7.775,0,0,3,2.0,0,False
677,24.5,8.05,0,0,3,2.0,0,False
678,18.0,98.417,0,0,3,2.0,1,True
679,43.0,46.9,1,6,3,2.0,0,True
680,36.0,5123.292,0,1,1,0.0,1,False
681,28.0,81.375,0,0,3,1.0,0,True
682,27.0,767.292,0,0,1,0.0,1,False
683,20.0,9.225,0,0,3,2.0,0,False
684,14.0,46.9,5,2,3,2.0,0,False
685,60.0,39.0,1,1,2,2.0,0,False
686,25.0,415.792,1,2,2,0.0,0,False
687,14.0,396.875,4,1,3,2.0,0,False
688,19.0,101.708,0,0,3,2.0,0,False
689,18.0,77.958,0,0,3,2.0,0,False
690,15.0,2113.375,0,1,1,2.0,1,True
691,31.0,57.0,1,0,1,2.0,1,False
692,4.0,134.167,0,1,3,0.0,1,True
693,28.0,564.958,0,0,3,2.0,1,False
694,25.0,7.225,0,0,3,0.0,0,False
695,60.0,26.55,0,0,1,2.0,0,False
696,52.0,13.5,0,0,2,2.0,0,False
697,44.0,8.05,0,0,3,2.0,0,False
698,28.0,77.333,0,0,3,1.0,1,True
699,49.0,1108.833,1,1,1,0.0,0,False
700,42.0,7.65,0,0,3,2.0,0,False
701,18.0,227.525,1,0,1,0.0,1,True
702,35.0,262.875,0,0,1,2.0,1,False
703,18.0,144.542,0,1,3,0.0,0,True
704,25.0,77.417,0,0,3,1.0,0,False
705,26.0,78.542,1,0,3,2.0,0,False
706,39.0,26.0,0,0,2,2.0,0,False
707,45.0,13.5,0,0,2,2.0,1,True
708,42.0,262.875,0,0,1,2.0,1,False
709,22.0,151.55,0,0,1,2.0,1,True
710,28.0,152.458,1,1,3,0.0,1,False
711,24.0,495.042,0,0,1,0.0,1,True
712,28.0,26.55,0,0,1,2.0,0,False
713,48.0,52.0,1,0,1,2.0,1,False
714,29.0,94.833,0,0,3,2.0,0,False
715,52.0,13.0,0,0,2,2.0,0,False
716,19.0,7.65,0,0,3,2.0,0,False
717,38.0,227.525,0,0,1,0.0,1,True
718,27.0,10.5,0,0,2,2.0,1,True
719,28.0,15.5,0,0,3,1.0,0,False
720,33.0,7.775,0,0,3,2.0,0,False
721,6.0,33.0,0,1,2,2.0,1,True
722,17.0,70.542,1,0,3,2.0,0,False
723,34.0,13.0,0,0,2,2.0,0,False
724,50.0,13.0,0,0,2,2.0,0,False
725,27.0,53.1,1,0,1,2.0,1,False
726,20.0,86.625,0,0,3,2.0,0,False
727,30.0,21.0,3,0,2,2.0,1,True
728,28.0,77.375,0,0,3,1.0,1,True
729,25.0,26.0,1,0,2,2.0,0,False
730,25.0,7.925,1,0,3,2.0,0,True
731,29.0,2113.375,0,0,1,2.0,1,True
732,11.0,187.875,0,0,3,0.0,0,False
733,28.0,0.0,0,0,2,2.0,0,False
734,23.0,13.0,0,0,2,2.0,0,False
735,23.0,13.0,0,0,2,2.0,0,False
736,28.5,16.1,0,0,3,2.0,0,False
737,48.0,34.375,1,3,3,2.0,0,True
738,35.0,5123.292,0,0,1,0.0,1,False
739,28.0,78.958,0,0,3,2.0,0,False
740,28.0,78.958,0,0,3,2.0,0,False
741,28.0,30.0,0,0,1,2.0,1,False
742,36.0,78.85,1,0,1,2.0,0,False
743,21.0,262.375,2,2,1,0.0,1,True
744,24.0,16.1,1,0,3,2.0,0,False
745,31.0,7.925,0,0,3,2.0,1,False
746,70.0,71.0,1,1,1,2.0,0,False
747,16.0,20.25,1,1,3,2.0,0,False
748,30.0,13.0,0,0,2,2.0,1,True
749,19.0,53.1,1,0,1,2.0,0,False
750,31.0,7.75,0,0,3,1.0,0,False
751,4.0,23.0,1,1,2,2.0,1,True
752,6.0,12.475,0,1,3,2.0,1,False
753,33.0,9.5,0,0,3,2.0,0,False
754,23.0,78.958,0,0,3,2.0,0,False
755,48.0,65.0,1,2,2,2.0,1,True
756,0.67,14.5,1,1,2,2.0,1,False
757,28.0,77.958,0,0,3,2.0,0,False
758,18.0,11.5,0,0,2,2.0,0,False
759,34.0,8.05,0,0,3,2.0,0,False
760,33.0,86.5,0,0,1,2.0,1,True
761,28.0,14.5,0,0,3,2.0,0,False
762,41.0,7.125,0,0,3,2.0,0,False
763,20.0,72.292,0,0,3,0.0,1,False
764,36.0,120.0,1,2,1,2.0,1,True
765,16.0,7.775,0,0,3,2.0,0,False
766,51.0,779.583,1,0,1,2.0,1,True
767,28.0,39.6,0,0,1,0.0,0,False
768,30.5,7.75,0,0,3,1.0,0,True
769,28.0,24.15,1,0,3,1.0,0,False
770,32.0,83.625,0,0,3,2.0,0,False
771,24.0,9.5,0,0,3,2.0,0,False
772,48.0,78.542,0,0,3,2.0,0,False
773,57.0,10.5,0,0,2,2.0,0,True
774,28.0,7.225,0,0,3,0.0,0,False
775,54.0,23.0,1,3,2,2.0,1,True
776,18.0,7.75,0,0,3,2.0,0,False
777,28.0,7.75,0,0,3,1.0,0,False
778,5.0,12.475,0,0,3,2.0,1,True
779,28.0,77.375,0,0,3,1.0,0,False
780,43.0,2113.375,0,1,1,2.0,1,True
781,13.0,72.292,0,0,3,0.0,1,True
782,17.0,57.0,1,0,1,2.0,1,True
783,29.0,30.0,0,0,1,2.0,0,False
784,28.0,23.45,1,2,3,2.0,0,False
785,25.0,7.05,0,0,3,2.0,0,False
786,25.0,7.25,0,0,3,2.0,0,False
787,18.0,74.958,0,0,3,2.0,1,True
788,8.0,29.125,4,1,3,1.0,0,False
789,1.0,20.575,1,2,3,2.0,1,False
790,46.0,79.2,0,0,1,0.0,0,False
791,28.0,7.75,0,0,3,1.0,0,False
792,16.0,26.0,0,0,2,2.0,0,False
793,28.0,69.55,8,2,3,2.0,0,True
794,28.0,306.958,0,0,1,0.0,0,False
795,25.0,78.958,0,0,3,2.0,0,False
796,39.0,13.0,0,0,2,2.0,0,False
797,49.0,259.292,0,0,1,2.0,1,True
798,31.0,86.833,0,0,3,2.0,1,True
799,30.0,72.292,0,0,3,0.0,0,False
800,30.0,24.15,1,1,3,2.0,0,True
801,34.0,13.0,0,0,2,2.0,0,False
802,31.0,26.25,1,1,2,2.0,1,True
803,11.0,120.0,1,2,1,2.0,1,False
804,0.42,85.167,0,1,3,0.0,1,False
805,27.0,6.975,0,0,3,2.0,1,False
806,31.0,7.775,0,0,3,2.0,0,False
807,39.0,0.0,0,0,1,2.0,0,False
808,18.0,7.775,0,0,3,2.0,0,True
809,39.0,13.0,0,0,2,2.0,0,False
810,33.0,53.1,1,0,1,2.0,1,True
811,26.0,78.875,0,0,3,2.0,0,False
812,39.0,24.15,0,0,3,2.0,0,False
813,35.0,10.5,0,0,2,2.0,0,False
814,6.0,31.275,4,2,3,2.0,0,True
815,30.5,8.05,0,0,3,2.0,0,False
816,28.0,0.0,0,0,1,2.0,0,False
817,23.0,7.925,0,0,3,2.0,0,True
818,31.0,370.042,1,1,2,0.0,0,False
819,43.0,6.45,0,0,3,2.0,0,False
820,10.0,27.9,3,2,3,2.0,0,False
821,52.0,93.5,1,1,1,2.0,1,True
822,27.0,86.625,0,0,3,2.0,1,False
823,38.0,0.0,0,0,1,2.0,0,False
824,27.0,12.475,0,1,3,2.0,1,True
825,2.0,396.875,4,1,3,2.0,0,False
826,28.0,6.95,0,0,3,1.0,0,False
827,28.0,564.958,0,0,3,2.0,0,False
828,1.0,370.042,0,2,2,0.0,1,False
829,28.0,7.75,0,0,3,1.0,1,False
830,62.0,80.0,0,0,1,2.0,1,True
831,15.0,144.542,1,0,3,0.0,1,True
832,0.83,18.75,1,1,2,2.0,1,False
833,28.0,72.292,0,0,3,0.0,0,False
834,23.0,78.542,0,0,3,2.0,0,False
835,18.0,8.3,0,0,3,2.0,0,False
836,39.0,831.583,1,1,1,0.0,1,True
837,21.0,86.625,0,0,3,2.0,0,False
838,28.0,8.05,0,0,3,2.0,0,False
839,32.0,564.958,0,0,3,2.0,1,False
840,28.0,29.7,0,0,1,0.0,1,False
841,20.0,7.925,0,0,3,2.0,0,False
842,16.0,10.5,0,0,2,2.0,0,False
843,30.0,31.0,0,0,1,0.0,1,True
844,34.5,64.375,0,0,3,0.0,0,False
845,17.0,86.625,0,0,3,2.0,0,False
846,42.0,7.55,0,0,3,2.0,0,False
847,28.0,69.55,8,2,3,2.0,0,False
848,35.0,78.958,0,0,3,0.0,0,False
849,28.0,33.0,0,1,2,2.0,0,False
850,28.0,891.042,1,0,1,0.0,1,True
851,4.0,31.275,4,2,3,2.0,0,False
852,74.0,7.775,0,0,3,2.0,0,False
853,9.0,152.458,1,1,3,0.0,0,True
854,16.0,39.4,0,1,1,2.0,1,True
855,44.0,26.0,1,0,2,2.0,0,True
856,18.0,9.35,0,1,3,2.0,1,True
857,45.0,1648.667,1,1,1,2.0,1,True
858,51.0,26.55,0,0,1,2.0,1,False
859,24.0,192.583,0,3,3,0.0,1,True
860,28.0,72.292,0,0,3,0.0,0,False
861,41.0,141.083,2,0,3,2.0,0,False
862,21.0,11.5,1,0,2,2.0,0,False
863,48.0,259.292,0,0,1,2.0,1,True
864,28.0,69.55,8,2,3,2.0,0,True
865,24.0,13.0,0,0,2,2.0,0,False
866,42.0,13.0,0,0,2,2.0,1,True
867,27.0,138.583,1,0,2,0.0,1,True
868,31.0,504.958,0,0,1,2.0,0,False
869,28.0,9.5,0,0,3,2.0,0,False
870,4.0,111.333,1,1,3,2.0,1,False
871,26.0,78.958,0,0,3,2.0,0,False
872,47.0,525.542,1,1,1,2.0,1,True
873,33.0,5.0,0,0,1,2.0,0,False
874,47.0,9.0,0,0,3,2.0,0,False
875,28.0,24.0,1,0,2,0.0,1,True
876,15.0,7.225,0,0,3,0.0,1,True
877,20.0,98.458,0,0,3,2.0,0,False
878,19.0,78.958,0,0,3,2.0,0,False
879,28.0,78.958,0,0,3,2.0,0,False
880,56.0,831.583,0,1,1,0.0,1,True
881,25.0,26.0,0,1,2,2.0,1,True
882,33.0,78.958,0,0,3,2.0,0,False
883,22.0,105.167,0,0,3,2.0,0,True
884,28.0,10.5,0,0,2,2.0,0,False
885,25.0,7.05,0,0,3,2.0,0,False
886,39.0,29.125,0,5,3,1.0,0,True
887,27.0,13.0,0,0,2,2.0,0,False
888,19.0,30.0,0,0,1,2.0,1,True
889,28.0,23.45,1,2,3,2.0,0,True
890,26.0,30.0,0,0,1,0.0,1,False
891,32.0,7.75,0,0,3,1.0,0,False
892,34.5,78.292,0,0,3,1.0,0,False
893,47.0,7.0,1,0,3,2.0,0,True
894,62.0,96.875,0,0,2,1.0,0,False
895,27.0,86.625,0,0,3,2.0,0,False
896,22.0,122.875,1,1,3,2.0,0,True
897,14.0,9.225,0,0,3,2.0,0,False
898,30.0,76.292,0,0,3,1.0,0,True
899,26.0,29.0,1,1,2,2.0,0,False
900,18.0,72.292,0,0,3,0.0,0,True
901,21.0,24.15,2,0,3,2.0,0,False
902,28.0,78.958,0,0,3,2.0,0,False
903,46.0,26.0,0,0,1,2.0,0,False
904,23.0,822.667,1,0,1,2.0,0,True
905,63.0,26.0,1,0,2,2.0,0,False
906,47.0,61.175,1,0,1,2.0,0,True
907,24.0,277.208,1,0,2,0.0,0,True
908,35.0,12.35,0,0,2,1.0,0,False
909,21.0,7.225,0,0,3,0.0,0,False
910,27.0,7.925,1,0,3,2.0,0,True
911,45.0,7.225,0,0,3,0.0,0,True
912,55.0,59.4,1,0,1,0.0,0,False
913,9.0,31.708,0,1,3,2.0,0,False
914,28.0,316.833,0,0,1,2.0,0,True
915,21.0,613.792,0,1,1,0.0,0,False
916,48.0,262.375,1,3,1,0.0,0,True
917,50.0,14.5,1,0,3,2.0,0,False
918,22.0,619.792,0,1,1,0.0,0,True
919,22.5,7.225,0,0,3,0.0,0,False
920,41.0,30.5,0,0,1,2.0,0,False
921,28.0,216.792,2,0,3,0.0,0,False
922,50.0,26.0,1,0,2,2.0,0,False
923,24.0,31.5,2,0,2,2.0,0,False
924,33.0,20.575,1,2,3,2.0,0,True
925,28.0,23.45,1,2,3,2.0,0,True
926,30.0,57.75,1,0,1,0.0,0,False
927,18.5,72.292,0,0,3,0.0,0,False
928,28.0,8.05,0,0,3,2.0,0,True
929,21.0,86.625,0,0,3,2.0,0,True
930,25.0,9.5,0,0,3,2.0,0,False
931,28.0,564.958,0,0,3,2.0,0,False
932,39.0,134.167,0,1,3,0.0,0,False
933,28.0,26.55,0,0,1,2.0,0,False
934,41.0,7.85,0,0,3,2.0,0,False
935,30.0,13.0,0,0,2,2.0,0,True
936,45.0,525.542,1,0,1,2.0,0,True
937,25.0,7.925,0,0,3,2.0,0,False
938,45.0,29.7,0,0,1,0.0,0,False
939,28.0,7.75,0,0,3,1.0,0,False
940,60.0,762.917,0,0,1,0.0,0,True
941,36.0,15.9,0,2,3,2.0,0,True
942,24.0,60.0,1,0,1,2.0,0,False
943,27.0,150.333,0,0,2,0.0,0,False
944,20.0,23.0,2,1,2,2.0,0,True
945,28.0,263.0,3,2,1,2.0,0,True
946,28.0,155.792,0,0,2,0.0,0,False
947,10.0,29.125,4,1,3,1.0,0,False
948,35.0,78.958,0,0,3,2.0,0,False
949,25.0,7.65,0,0,3,2.0,0,False
950,28.0,16.1,1,0,3,2.0,0,False
951,36.0,262.375,0,0,1,0.0,0,True
952,17.0,78.958,0,0,3,2.0,0,False
953,32.0,13.5,0,0,2,2.0,0,False
954,18.0,7.75,0,0,3,2.0,0,False
955,22.0,7.725,0,0,3,1.0,0,True
956,13.0,262.375,2,2,1,0.0,0,False
957,28.0,21.0,0,0,2,2.0,0,True
958,18.0,78.792,0,0,3,1.0,0,True
959,47.0,42.4,0,0,1,2.0,0,False
960,31.0,285.375,0,0,1,0.0,0,False
961,60.0,263.0,1,4,1,2.0,0,True
962,24.0,7.75,0,0,3,1.0,0,True
963,21.0,78.958,0,0,3,2.0,0,False
964,29.0,7.925,0,0,3,2.0,0,True
965,28.5,277.208,0,0,1,0.0,0,False
966,35.0,211.5,0,0,1,0.0,0,True
967,32.5,211.5,0,0,1,0.0,0,False
968,28.0,8.05,0,0,3,2.0,0,False
969,55.0,25.7,2,0,1,2.0,0,True
970,30.0,13.0,0,0,2,2.0,0,False
971,24.0,7.75,0,0,3,1.0,0,True
972,6.0,152.458,1,1,3,0.0,0,False
973,67.0,2217.792,1,0,1,2.0,0,False
974,49.0,26.0,0,0,1,2.0,0,False
975,28.0,78.958,0,0,3,2.0,0,False
976,28.0,107.083,0,0,2,1.0,0,False
977,28.0,144.542,1,0,3,0.0,0,False
978,27.0,78.792,0,0,3,1.0,0,True
979,18.0,8.05,0,0,3,2.0,0,True
980,28.0,7.75,0,0,3,1.0,0,True
981,2.0,23.0,1,1,2,2.0,0,False
982,22.0,13.9,1,0,3,2.0,0,True
983,28.0,7.775,0,0,3,2.0,0,False
984,27.0,52.0,1,2,1,2.0,0,True
985,28.0,8.05,0,0,3,2.0,0,False
986,25.0,26.0,0,0,1,0.0,0,False
987,25.0,77.958,0,0,3,2.0,0,False
988,76.0,78.85,1,0,1,2.0,0,True
989,29.0,7.925,0,0,3,2.0,0,False
990,20.0,78.542,0,0,3,2.0,0,True
991,33.0,8.05,0,0,3,2.0,0,False
992,43.0,554.417,1,0,1,0.0,0,True
993,27.0,26.0,1,0,2,2.0,0,False
994,28.0,7.75,0,0,3,1.0,0,False
995,26.0,7.775,0,0,3,2.0,0,False
996,16.0,85.167,1,1,3,0.0,0,True
997,28.0,22.525,0,0,3,2.0,0,False
998,21.0,78.208,0,0,3,1.0,0,False
999,28.0,7.75,0,0,3,1.0,0,False
1000,28.0,87.125,0,0,3,2.0,0,False
1001,18.5,13.0,0,0,2,2.0,0,False
1002,41.0,150.458,0,0,2,0.0,0,False
1003,28.0,77.792,0,0,3,1.0,0,True
1004,36.0,316.792,0,0,1,0.0,0,True
1005,18.5,72.833,0,0,3,1.0,0,True
1006,63.0,2217.792,1,0,1,2.0,0,True
1007,18.0,144.542,1,0,3,0.0,0,False
1008,28.0,64.375,0,0,3,0.0,0,False
1009,1.0,16.7,1,1,3,2.0,0,True
1010,36.0,752.417,0,0,1,0.0,0,False
1011,29.0,26.0,1,0,2,2.0,0,True
1012,12.0,15.75,0,0,2,2.0,0,True
1013,28.0,7.75,1,0,3,1.0,0,False
1014,35.0,57.75,1,0,1,0.0,0,True
1015,28.0,7.25,0,0,3,2.0,0,False
1016,28.0,7.75,0,0,3,1.0,0,False
1017,17.0,16.1,0,1,3,2.0,0,True
1018,22.0,77.958,0,0,3,2.0,0,False
1019,28.0,23.25,2,0,3,1.0,0,True
1020,42.0,13.0,0,0,2,2.0,0,False
1021,24.0,8.05,0,0,3,2.0,0,False
1022,32.0,8.05,0,0,3,2.0,0,False
1023,53.0,28.5,0,0,1,0.0,0,False
1024,28.0,254.667,0,4,3,2.0,0,True
1025,28.0,64.375,1,0,3,0.0,0,False
1026,43.0,78.958,0,0,3,2.0,0,False
1027,24.0,78.542,0,0,3,2.0,0,False
1028,26.5,7.225,0,0,3,0.0,0,False
1029,26.0,13.0,0,0,2,2.0,0,False
1030,23.0,8.05,0,0,3,2.0,0,True
1031,40.0,46.9,1,6,3,2.0,0,False
1032,10.0,46.9,5,2,3,2.0,0,True
1033,33.0,151.55,0,0,1,2.0,0,True
1034,61.0,262.375,1,3,1,0.0,0,False
1035,28.0,26.0,0,0,2,2.0,0,False
1036,42.0,26.55,0,0,1,2.0,0,False
1037,31.0,18.0,3,0,3,2.0,0,False
1038,28.0,518.625,0,0,1,2.0,0,False
1039,22.0,8.05,0,0,3,2.0,0,False
1040,28.0,26.55,0,0,1,2.0,0,False
1041,30.0,26.0,1,1,2,2.0,0,False
1042,23.0,831.583,0,1,1,0.0,0,True
1043,28.0,78.958,0,0,3,0.0,0,False
1044,60.5,144.542,0,0,3,2.0,0,False
1045,36.0,121.833,0,2,3,2.0,0,True
1046,13.0,313.875,4,2,3,2.0,0,False
1047,24.0,7.55,0,0,3,2.0,0,False
1048,29.0,2217.792,0,0,1,2.0,0,True
1049,23.0,78.542,0,0,3,2.0,0,True
1050,42.0,26.55,0,0,1,2.0,0,False
1051,26.0,13.775,0,2,3,2.0,0,True
1052,28.0,77.333,0,0,3,1.0,0,True
1053,7.0,152.458,1,1,3,0.0,0,False
1054,26.0,13.5,0,0,2,2.0,0,True
1055,28.0,7.0,0,0,3,2.0,0,False
1056,41.0,13.0,0,0,2,2.0,0,False
1057,26.0,22.025,1,1,3,2.0,0,True
1058,48.0,504.958,0,0,1,0.0,0,False
1059,18.0,34.375,2,2,3,2.0,0,False
1060,28.0,277.208,0,0,1,0.0,0,True
1061,22.0,89.625,0,0,3,2.0,0,True
1062,28.0,7.55,0,0,3,2.0,0,False
1063,27.0,7.225,0,0,3,0.0,0,False
1064,23.0,13.9,1,0,3,2.0,0,False
1065,28.0,72.292,0,0,3,0.0,0,False
1066,40.0,313.875,1,5,3,2.0,0,False
1067,15.0,39.0,0,2,2,2.0,0,True
1068,20.0,36.75,0,0,2,2.0,0,True
1069,54.0,554.417,1,0,1,0.0,0,False
1070,36.0,39.0,0,3,2,2.0,0,True
1071,64.0,831.583,0,2,1,0.0,0,True
1072,30.0,13.0,0,0,2,2.0,0,False
1073,37.0,831.583,1,1,1,0.0,0,False
1074,18.0,53.1,1,0,1,2.0,0,True
1075,28.0,7.75,0,0,3,1.0,0,False
1076,27.0,2475.208,1,1,1,0.0,0,True
1077,40.0,16.0,0,0,2,2.0,0,False
1078,21.0,21.0,0,1,2,2.0,0,True
1079,17.0,8.05,2,0,3,2.0,0,False
1080,28.0,69.55,8,2,3,2.0,0,True
1081,40.0,13.0,0,0,2,2.0,0,False
1082,34.0,26.0,1,0,2,2.0,0,False
1083,28.0,26.0,0,0,1,2.0,0,False
1084,11.5,14.5,1,1,3,2.0,0,False
1085,61.0,12.35,0,0,2,1.0,0,False
1086,8.0,32.5,0,2,2,2.0,0,False
1087,33.0,78.542,0,0,3,2.0,0,False
1088,6.0,134.5,0,2,1,0.0,0,False
1089,18.0,7.775,0,0,3,2.0,0,True
1090,23.0,10.5,0,0,2,2.0,0,False
1091,28.0,81.125,0,0,3,2.0,0,True
1092,28.0,15.5,0,0,3,1.0,0,True
1093,0.33,14.4,0,2,3,2.0,0,False
1094,47.0,227.525,1,0,1,0.0,0,False
1095,8.0,26.0,1,1,2,2.0,0,True
1096,25.0,10.5,0,0,2,2.0,0,False
1097,28.0,257.417,0,0,1,0.0,0,False
1098,35.0,7.75,0,0,3,1.0,0,True
1099,24.0,10.5,0,0,2,2.0,0,False
1100,33.0,277.208,0,0,1,0.0,0,True
1101,25.0,78.958,0,0,3,2.0,0,False
1102,32.0,22.525,0,0,3,2.0,0,False
1103,28.0,7.05,0,0,3,2.0,0,False
1104,17.0,73.5,0,0,2,2.0,0,False
1105,60.0,26.0,1,0,2,2.0,0,True
1106,38.0,7.775,4,2,3,2.0,0,True
1107,42.0,42.5,0,0,1,2.0,0,False
1108,28.0,78.792,0,0,3,1.0,0,True
1109,57.0,1648.667,1,1,1,2.0,0,False
1110,50.0,211.5,1,1,1,0.0,0,True
1111,28.0,8.05,0,0,3,2.0,0,False
1112,30.0,138.583,1,0,2,0.0,0,True
1113,21.0,8.05,0,0,3,2.0,0,False
1114,22.0,10.5,0,0,2,2.0,0,True
1115,21.0,77.958,0,0,3,2.0,0,False
1116,53.0,274.458,0,0,1,0.0,0,True
1117,28.0,152.458,0,2,3,0.0,0,True
1118,23.0,77.958,0,0,3,2.0,0,False
1119,28.0,7.75,0,0,3,1.0,0,True
1120,40.5,15.1,0,0,3,2.0,0,False
1121,36.0,13.0,0,0,2,2.0,0,False
1122,14.0,65.0,0,0,2,2.0,0,False
1123,21.0,26.55,0,0,1,2.0,0,True
1124,21.0,64.958,1,0,3,2.0,0,False
1125,28.0,78.792,0,0,3,1.0,0,False
1126,39.0,712.833,1,0,1,0.0,0,False
1127,20.0,78.542,0,0,3,2.0,0,False
1128,64.0,75.25,1,0,1,0.0,0,False
1129,20.0,7.225,0,0,3,0.0,0,False
1130,18.0,13.0,1,1,2,2.0,0,True
1131,48.0,106.425,1,0,1,0.0,0,True
1132,55.0,277.208,0,0,1,0.0,0,True
1133,45.0,30.0,0,2,2,2.0,0,True
1134,45.0,134.5,1,1,1,0.0,0,False
1135,28.0,78.875,0,0,3,2.0,0,False
1136,28.0,23.45,1,2,3,2.0,0,False
1137,41.0,518.625,1,0,1,2.0,0,False
1138,22.0,21.0,0,0,2,2.0,0,True
1139,42.0,32.5,1,1,2,2.0,0,False
1140,29.0,26.0,1,0,2,2.0,0,True
1141,28.0,144.542,1,0,3,0.0,0,True
1142,0.92,27.75,1,2,2,2.0,0,True
1143,20.0,7.925,0,0,3,2.0,0,False
1144,27.0,1367.792,1,0,1,0.0,0,False
1145,24.0,9.325,0,0,3,2.0,0,False
1146,32.5,9.5,0,0,3,2.0,0,False
1147,28.0,7.55,0,0,3,2.0,0,False
1148,28.0,7.75,0,0,3,1.0,0,False
1149,28.0,8.05,0,0,3,2.0,0,False
1150,19.0,13.0,0,0,2,2.0,0,True
1151,21.0,7.775,0,0,3,2.0,0,False
1152,36.5,17.4,1,0,3,2.0,0,False
1153,21.0,78.542,0,0,3,2.0,0,False
